,name,location,formatted_address,icon,place_id,price_level,lat,lon,working_hours,price_range,foodRating,serviceRating,valueRating,atmosphereRating,overallRating,overallRatingCnt,has,American,Chinese,European,Pubs,Italian,Diner,Healthy,Japanese,Malaysian,Middle Eastern,Vietnamese,Barbecue,French,Indian,Indonesian,Korean,Lebanese,Philippine,Singaporean,Sri Lankan,Thai,Bakeries,Cafe,Contemporary,Dessert,Fast food,Fusion,Halal,Kosher,Pizza,Quick Bites,Seafood,Soups,Street Food,Sushi
11130,Weili Seafood Restaurant,"18 Kaki Bukit Road 3 #01-13 Entrepreneur Business Centre Entrepreneur Business Centre, Singapore 415978 Singapore","18 Kaki Bukit Rd 3, #01-13, Singapore 415978",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJnybKh-8X2jERtkoihXHu1Ko,nil,1.3373662,103.9028794,"Sun09:00 AM - 2:00 PM4:00 PM - 9:00 PM,Mon09:00 AM - 2:00 PM4:00 PM - 9:00 PM,Tue09:00 AM - 2:00 PM4:00 PM - 9:00 PM,Wed09:00 AM - 2:00 PM4:00 PM - 9:00 PM,Thu09:00 AM - 2:00 PM4:00 PM - 9:00 PM,Fri09:00 AM - 2:00 PM4:00 PM - 9:00 PM,Sat09:00 AM - 2:00 PM4:00 PM - 9:00 PM",,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11131,Botejyu San @ Tokyo Walker,"68 Orchard Road Plaza Singapura #04-01, Plaza Singapura, Singapore 238839 Singapore","68 Orchard Rd, #06-11 12 Plaza, Singapore 238839",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJoVXEeJ8Z2jER2G9IcJXLOgs,1,1.3005317,103.8452356,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11132,Uncle Penyet,"527C Pasir Ris Street 51 Costa Ris FoodFare, Singapore 513527 Singapore","527C Pasir Ris Street 51, Singapore 513525",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJHYR_laU92jER_PXyYNhhv5g,nil,1.3695608,103.9477518,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11133,Uncle Penyet,"728 Ang Mo Kio Avenue 6 #01-4200 Mr Teh Tarik Eating House, Singapore 560728 Singapore","728 Ang Mo Kio Ave 6, #01-4200, Singapore 560728",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJO7zv7OcW2jERV3penDPTDrw,2,1.3727031,103.8456739,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11134,Chao Ji,"Block 210 Lorong 8 Toa Payoh Ste 01-81, Singapore Singapore",nil,nil,nil,nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11135,Sandaime Hiraki,"Raffles Boulevard, #02-10/11 9, Singapore 39596 Singapore","9 Raffles Blvd, #02-10/11, Singapore 039596",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJXUELYTQZ2jERtjyD0oTsHP8,nil,1.2929272,103.8593364,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11136,Mr. Doner,"1 Tampines Walk Our Tampines Hub #b1-k24, Singapore 528523 Singapore","1 Tampines Walk, #B1-K24, Singapore 528523",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJg9-0AL492jEROXNI2uDVLrs,nil,1.3532206,103.9406208,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11137,Yoongae,"B1-28/29, 23 Serangoon Central, Singapore 556083 Singapore",nil,nil,nil,nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11138,Tip Top Curry Puff,"3 Gateway Drive Westgate #02-05, West Gate, Singapore 608532 Singapore","3 Gateway Dr, #02-05, Singapore 608532",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,ChIJrej_VMAR2jEREOpWegm5aQc,nil,1.3343784,103.7427835,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11139,Torigo,"15 Petir Road Hillion Mall, Singapore 678270 Singapore","17 Petir Rd, #B1-37, Singapore 018953",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJF6yWVbsR2jER1voOPyOvDQM,2,1.378382,103.7634328,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11143,Top Seafood,"442 Clementi Avenue 3, Singapore 120442 Singapore","12 Sixth Ave, Singapore 276475",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJCxUb2p4Q2jERmaRCgpDmQRg,nil,1.3309251,103.7950432,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11144,Tip Top Curry Puff,"1 Sengkang Square Compass One #B1-45 Compass One, Singapore 545078 Singapore","1 Sengkang Square, B1-45, Singapore 545078",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJXwO8jg0W2jERlY2zkrpBiec,nil,1.3921903,103.8952328,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11146,SSS Thai,"392 Upper Bukit Timah Road, Singapore 678046 Singapore","392 Upper Bukit Timah Rd, Singapore 678046",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,ChIJ7biuiWAR2jER5an8MeUF-v0,nil,1.3578429,103.7679964,"Sun11:00 AM - 4:00 PM5:00 PM - 10:00 PM,Mon11:00 AM - 2:30 PM5:00 PM - 10:00 PM,Tue11:00 AM - 2:30 PM5:00 PM - 10:00 PM,Wed11:00 AM - 2:30 PM5:00 PM - 10:00 PM,Thu11:00 AM - 2:30 PM5:00 PM - 10:00 PM,Fri11:00 AM - 2:30 PM5:00 PM - 10:30 PM,Sat11:00 AM - 4:00 PM5:00 PM - 10:30 PM",,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11147,Tip Top Curry Puff,"10 Pasir Ris Central Pasir Ris Mrt Station #01-17 Pasir Ris MRT Station, Singapore 519634 Singapore","Pasir Riis MRT Station #01-17, Tel: 6386 -0306, 10 Pasir Ris Central, Singapore 519634",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJedI1B7A92jERl89X4gdgbNw,nil,1.3730939,103.9493063,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11148,The Bombay Club 1924,"14 Greenwood Avenue Hillcrest Park, Singapore 289206 Singapore","14 Greenwood Ave, Singapore 289206",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJs0hnuIkR2jER_OzCKG9Lseg,nil,1.3313144,103.8069077,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11149,Tian Tian Chi Mian,"Blk 504 Bishan Street 11, Singapore 570504 Singapore","BLK 480 Lor 6 Toa Payoh, Singapore 310480",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJEwTaa1IX2jEROY0H_YL1vAc,nil,1.3322846,103.8483709,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11150,streats,"26 Sentosa Gateway Resorts World Sentosa #01-205, Singapore 098138 Singapore","26 Sentosa Gateway, #01-205, Singapore 098138",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJw5eRIlYZ2jERFOjkW7m80k8,2,1.2562198,103.8200029,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11152,Tian Bao Szechuan Kitchen,"17 Petir Road Hillion Mall Hillion Mall #01-15/16, Singapore 678278 Singapore","17, #01-15 Petir Rd, #16, Singapore 678278",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJd5MRqaQR2jERD6INF5JbSrI,nil,1.3785339,103.7640191,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11154,Thunder Tea Rice,"3 Temasek Boulevard Suntec City Mall #B1-115/120 &amp; #B1-126/127 Suntec City Mall, Singapore 038983 Singapore","3 Temasek Blvd, #B1 - 115 to 120, Singapore 038983",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJT5mnsagZ2jERwyfjmcfnKjc,nil,1.2944775,103.8587007,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11156,The White Ombre,"206 Toa Payoh North Toa Payoh North #01-1209, Singapore 310206 Singapore","206 Toa Payoh N, #01-1209, Singapore 310206",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJIVgLaGoX2jEROmCt_5XeFbE,nil,1.3423164,103.8466288,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11160,Ottoman K,"2 Science Park Drive Ascent Savoury World, Singapore 118222 Singapore","2 Science Park Dr, #01-17, Singapore 118222",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJbeoA-lIa2jERUfpxA2v5_1U,nil,1.2916769,103.7844078,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11161,KFC,"60 Jurong West Street 91, #01-02 Nanyang CC, Singapore 649040 Singapore","60 Jurong West Street 91, #01-02 Nanyang Community Club, Singapore 649040",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJP_UblpkP2jERe9vO7hgrLXs,2,1.3424615,103.6926786,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11162,KFC,"76 Nanyang Drive Block N2.1 #01-04 NTU, Singapore 637331 Singapore","76 Nanyang Dr, #01-04 NTU North Spine Plaza, Singapore 637331",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJx6515woP2jERJJ11bA3u2SY,2,1.347064,103.6808217,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11163,KFC,"80 Marine Parade Road #01-11A Parkway Parade, Singapore 449269 Singapore","80 Marine Parade Road ＃01-11A Parkway Parade, Singapore 449269",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJyaLMsHEY2jERxdQVn_vMEUI,2,1.3021521,103.9051109,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11167,Thai Master Kitchen,"21 Hougang Street 51 Hougang Green Shopping Mall #01-04 Hougang Green Shopping Mall, Singapore 538719 Singapore","21 Hougang St 51, #01-04 GREEN SHOPPING MALL, Singapore 538719",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJeZ6jI6EX2jERi9yDa2RxUig,nil,1.3795267,103.8883378,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11168,Thai To Go,"391 Guillemard Road, Singapore 399789 Singapore","218b Changi Rd, Singapore 419737",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJZ8qkhz4Y2jER48Hs948yK9g,nil,1.3172551,103.9043197,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11169,Burger King,"Blk 258 Pasir Ris Street 21 #01-23 Loyang Point, Singapore 510258 Singapore","258 Pasir Ris Street 21, #01-23, Loyang Point, Singapore 510258",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJA7B_QlQ82jERPn1CR-ERl4M,1,1.3665287,103.9640965,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11170,Lim's Yong Tau Foo,"313 Orchard Road 313 @ Somerset Lv.5 313@Somerset, Food Republic, Singapore 238895 Singapore","313 Somerset Rd, Singapore 238895",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJa_6bKJEZ2jERgSJZcUwTl6c,nil,1.3005018,103.838275,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11171,Thai Affair,"200 Turf Club Road The Grandstand, Singapore 287994 Singapore","200 Turf Club Rd, #01 - 13, Singapore 287994",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJPXaE0pYQ2jERYUoS2v2y_6w,nil,1.3375286,103.7937972,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11173,Starbucks,"25 North Bridge Road #01-01 Efg Bank Building, Singapore 179104 Singapore","25 North Bridge Rd, #01-01, Singapore 179104",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,ChIJD0tBuKAZ2jERmS9pkmk2CUw,2,1.2901587,103.8497173,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11174,Starbucks,"Blk 676 Woodlands Drive 71 #01-02, Singapore 730676 Singapore","676 Woodlands Drive 71, #01-02 Kampung Admiralty, Singapore 730676",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,ChIJQWmkZHUT2jERfioA7dZqaRc,2,1.4399777,103.8006042,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11175,Starbucks,"51 Upper Serangoon Road #01-02 the Poiz Centre, Singapore 347697 Singapore","51 Upper Serangoon Rd, #01-02 The Poiz Centre, Singapore 347697",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,ChIJQQmvvIoX2jERPHFP-iKWNcQ,2,1.3311753,103.868537,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11176,Shake Shack,"3 Temasek Boulevard #01-357 Suntec City Mall, Singapore 038983 Singapore","3 Temasek Blvd, #01-357, Singapore 038983",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJK8BF048Z2jERnVlPOhTONCw,nil,1.2938105,103.8576553,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11177,Subway,"744 Bedok Reservoir Road #01-3031, Singapore 470744 Singapore","744 Bedok Reservoir Rd, #01-3031 Reservoir Village, Singapore 470744",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJVUInNS892jERzL0W6htYRjc,2,1.337701,103.921399,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11178,Subway,"201 toria Street, #05-09, Singapore 188067 Singapore","200 Victoria St, #B1-25A Bugis Junction, Singapore 188021",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ7y3OvLoZ2jER9FQR3N5YFLI,2,1.2992348,103.8553444,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11179,Subway,"60 Jurong West Street 91 #01-03 Nanyang Community Club, Singapore 649040 Singapore","60 Jurong West Street 91, #01-03 Nanyang Community Club, Singapore 649040",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJI5FnlZkP2jERrx1Cuzft9os,2,1.3425624,103.6925985,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11180,Subway,"1 Raffles Place #02-24 One Raffles Place, Singapore 048616 Singapore","1 Raffles Pl, #02-24 One Raffles Place Tower 1, Singapore 048616",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJIXQS_HgZ2jERh2fcudcjaEU,nil,1.2849309,103.8509995,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11181,Subway,"55 Siglap Road, #01-13/14, Singapore 455871 Singapore","55 Siglap Rd, #01-13/14 Siglap Centre, Singapore 455871",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ6Qjlh6Qi2jERtkblj9vmTkQ,2,1.3124678,103.9232359,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11182,Subway,"120 Maxwell Road #1-26 Tanjong Pagar Mrt Station 46, Singapore 069119 Singapore","120 Maxwell Rd, B1-26/46 MRT Station, Singapore 069119",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJs8rDcwcZ2jERsizzYWPyZXU,2,1.2762898,103.8460286,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11183,Takagi Ramen,"23 Prince George_s Park, Singapore Singapore","51 Ang Mo Kio Ave 3, #01-01C, Singapore 569922",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJBY28M-YW2jERxosKzeeyDZA,1,1.3692472,103.8470568,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11184,Satisfood,"2 Greenwood Avenue Hillcrest Park, Singapore 289189 Singapore",nil,nil,nil,nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11185,Pizza Hut ,"353 Beach Road, Singapore 199572 Singapore","353 Beach Rd, Singapore 199572",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,ChIJ77DyebEZ2jERa2KLS7YY3O8,2,1.3015256,103.8617806,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11186,Pizza Hut  ,"Blk 21 Ghim Moh Road #01-215 Ghim Moh Gardens, Singapore 270021 Singapore","21 Ghim Moh Rd, #01-215, Singapore 270021",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,ChIJUfjIWGga2jER4-rDtzfnWWg,2,1.3106639,103.7890087,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11187,Pizza Hut  ,"10 Jalan Ubi Floor 01 Kampong Ubi Community Centre 07, Singapore 409075 Singapore","10 Ubi Cres, #01-07 Community Centre, Singapore 409075",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJE2X2khoY2jERNbkjoyskFw0,2,1.3177574,103.9007066,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11188,Pizza Hut  ,"29 Kreta Ayer Road, Singapore 088996 Singapore","29 Kreta Ayer Rd, Singapore 088996",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,ChIJQzMcjHIZ2jER9OhAcN22lGs,2,1.280684,103.8422539,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11189,Pizza Hut  ,"165 Upper Paya Lebar Road, Singapore 534858 Singapore","165 Upper Paya Lebar Rd, Singapore 534858",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,ChIJZwKS4pMX2jERKa1LDY4vSXY,2,1.3396192,103.8855054,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11190,Pizza Hut  ,"Blk 501 West Coast Drive #01-264, Singapore 120501 Singapore","Blk, 501 W Coast Dr, #01-264, Singapore 120501",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJyfb17pMa2jERbtorfe6UUXI,2,1.3120132,103.7588301,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11191,Hong Kong Sheng Kee Pau,"30 Sembawang Drive Sun Plaza #01-27A, Sun Plaza, Singapore 757713 Singapore","30 Sembawang Dr, Singapore 757713",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,ChIJKV3i-7ET2jERVrLB64S_iDw,nil,1.4482212,103.8197437,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11192,Krispy Kreme,"Compass One 1 Sengkang Square Compass One #01-46 Singapore 545078, Singapore 545078 Singapore","1 Sengkang Square, #01-46 Compass One, Singapore 545078",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJP4aCTBEX2jERrEInyLxEJeE,nil,1.3921162,103.8950101,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11193,Krispy Kreme,"435 Orchard Road Wisma Atria, Singapore 238877 Singapore","435 Orchard Rd, #B1-64B, Singapore 238877",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJ7UgL368Z2jERgw-O84bpnqI,nil,1.303903,103.8330172,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11194,Roots,"190 Middle Road Fortune Centre #03-19 Fortune Centre, Singapore 188979 Singapore","190 Middle Rd, #03-19 Fortune Centre, Singapore 188979",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,ChIJz8ClfWMZ2jERC5KBWbtgOz0,nil,1.3005243,103.8521508,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11197,Amirtha's RSTNT,"118 Telok Ayer Street, Singapore 068587 Singapore","118 Telok Ayer St, Singapore 068587",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,ChIJ-6zr_AoZ2jERoSRdI6lsE0s,3,1.2819719,103.8481672,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11198,Sow &amp; Reap cafe,"3 South Buona Vista Road Viva Vista #01-41 Viva Vista Mall, Singapore 118136 Singapore","3 South Buona Vista Rd, #01-41 Viva Vista Mall, Singapore 118136",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,ChIJr1piWqUb2jERP_SLqoHcH9g,nil,1.2796163,103.7860689,"Sun09:00 AM - 9:00 PM,Mon08:00 AM - 9:00 PM,Tue08:00 AM - 9:00 PM,Wed08:00 AM - 9:00 PM,Thu08:00 AM - 9:00 PM,Fri08:00 AM - 9:00 PM,Sat09:00 AM - 9:00 PM",,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
