,name,location,lat,lon,formatted_address,working_hours,price_range,foodRating,serviceRating,valueRating,atmosphereRating,overallRating,overallRatingCnt,has,American,Chinese,European,Pubs,Italian,Diner,Healthy,Japanese,Malaysian,Middle Eastern,Vietnamese,Barbecue,French,Indian,Indonesian,Korean,Lebanese,Philippine,Singaporean,Sri Lankan,Thai,Bakeries,Cafe,Contemporary,Dessert,Fast food,Fusion,Halal,Kosher,Pizza,Quick Bites,Seafood,Soups,Street Food,Sushi
2667,Crab Song,"16 Smith Street, Singapore 058930 Singapore",nil,nil,nil,"Sun11:30 AM - 11:30 PM,Mon11:30 AM - 11:30 PM,Tue11:30 AM - 11:30 PM,Wed11:30 AM - 11:30 PM,Thu11:30 AM - 11:30 PM,Fri11:30 AM - 11:30 PM,Sat11:30 AM - 11:30 PM",,50,50,45,nil,4.5,16,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2668,Toss &amp; Turn,"2 Orchard Turn Ion Orchard, Singapore 238801 Singapore",nil,nil,nil,None,,45,45,40,nil,4.0,25,True,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2669,Place To R.E.A.D.,"46A Prinsep Street Prinsep Place #01-01 &amp; 02-01, Singapore 188676 Singapore",nil,nil,nil,"Sun4:00 PM - 12:00 AM,Mon4:00 PM - 12:00 AM,Tue11:30 AM - 2:30 PM4:00 PM - 12:00 AM,Wed11:30 AM - 2:30 PM4:00 PM - 12:00 AM,Thu11:30 AM - 2:30 PM4:00 PM - 12:00 AM,Fri11:30 AM - 2:30 PM4:00 PM - 01:00 AM,Sat4:00 PM - 12:00 AM",,40,45,40,nil,4.0,19,True,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2670,Plain Vanilla - Telok Ayer,"134 Telok Ayer Street, Singapore 068600 Singapore",nil,nil,nil,"Sun08:00 AM - 5:00 PM,Mon08:00 AM - 5:00 PM,Tue08:00 AM - 5:00 PM,Wed08:00 AM - 5:00 PM,Thu08:00 AM - 5:00 PM,Fri08:00 AM - 5:00 PM,Sat08:00 AM - 5:00 PM",,40,30,30,nil,4.0,23,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2671,Ser Seng Herbs Restaurant,"39 Tai Thong Crescent Sennett Estate #01-30 Bedok Reservoir Road Food Centre, Singapore 347863 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.5,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2672,Holy Grill,"51 Old Airport Road Old Airport Road Hawkers' Centre #01-27, Old Airport Road Food Centre, Singapore 390051 Singapore",nil,nil,nil,"Sun10:00 AM - 4:00 PM,Mon07:30 AM - 4:00 PM,Tue07:30 AM - 4:00 PM,Wed07:30 AM - 4:00 PM,Thu07:30 AM - 4:00 PM,Fri07:30 AM - 4:00 PM,Sat10:00 AM - 4:00 PM",,nil,nil,nil,nil,4.5,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2673,Uncabunca,"80 Mohamed Sultan Road The Pier At Robertson #01-05 The Pier, Singapore 239013 Singapore",nil,nil,nil,"Sun11:00 AM - 02:00 AM,Mon3:00 PM - 02:00 AM,Tue3:00 PM - 02:00 AM,Wed3:00 PM - 02:00 AM,Thu3:00 PM - 02:00 AM,Fri3:00 PM - 02:00 AM,Sat11:00 AM - 03:00 AM",,nil,nil,nil,nil,4.0,21,True,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2674,Real food,"110 Killiney Road Tai Wah Building, Singapore 239549 Singapore",nil,nil,nil,"Sun10:00 AM - 8:00 PM,Mon10:00 AM - 9:30 PM,Tue10:00 AM - 9:30 PM,Wed10:00 AM - 9:30 PM,Thu10:00 AM - 9:30 PM,Fri10:00 AM - 9:30 PM,Sat10:00 AM - 9:30 PM",,40,35,35,40,3.5,91,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2675,HoHo Korean Restaurant,"Blk 106 Clementi Street 12 Sunset Way Estate Floor 01 Unit 58 60, Singapore 120106 Singapore",nil,nil,nil,None,,40,40,40,nil,4.0,16,True,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2676,Co Chung - Authentic Taste of Vietnam,"Level B2, Unit 20, 68 Orchard Road, Plaza Singapura Mall, Singapore 238839 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.5,10,True,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2677,Geylang East Food Center,"25 Geylang East Central, Singapore 389708 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.5,16,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2678,Meet &amp; Meat - Street Food,"37 East Coast Road, Singapore 428755 Singapore",nil,nil,nil,"Sun11:30 AM - 10:30 PM,Mon11:30 AM - 10:00 PM,Tue11:30 AM - 10:00 PM,Wed11:30 AM - 10:00 PM,Thu11:30 AM - 10:00 PM,Fri11:30 AM - 10:30 PM,Sat11:30 AM - 10:30 PM",,45,45,45,40,4.0,19,True,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2679,Alegro Churros Bar,"3D River Valley Road #01-13 Clarke Quay, Singapore Singapore",nil,nil,nil,None,,45,45,40,nil,4.0,21,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2680,Trattoria L'Operetta,"244 Tanjong Katong Road Singapore 437032, Singapore 437032 Singapore",nil,nil,nil,"Sun11:30 AM - 2:00 PM5:30 PM - 9:30 PM,Mon5:00 PM - 11:00 PM,Wed5:00 PM - 11:00 PM,Thu5:00 PM - 11:00 PM,Fri5:00 PM - 11:00 PM,Sat11:30 AM - 2:00 PM5:30 PM - 11:00 PM",,40,40,35,40,4.0,56,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2681,Crystal Jade,"391 Orchard Road Ngee Ann City Takashimaya Shopping Centre #B2-38, Singapore 238872 Singapore",nil,nil,nil,"Sun10:00 AM - 10:30 PM,Mon11:00 AM - 10:30 PM,Tue11:00 AM - 10:30 PM,Wed11:00 AM - 10:30 PM,Thu11:00 AM - 10:30 PM,Fri11:00 AM - 10:30 PM,Sat11:00 AM - 10:30 PM",,40,40,35,35,3.5,36,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2682,Kai Duck,"391 Orchard Road Ngee Ann City Floor 05 Unit 10 11 Podium Block, Singapore 238872 Singapore",nil,nil,nil,"Sun11:00 AM - 3:30 PM5:45 PM - 9:30 PM,Mon11:30 AM - 3:00 PM5:45 PM - 9:30 PM,Tue11:30 AM - 3:00 PM5:45 PM - 9:30 PM,Wed11:30 AM - 3:00 PM5:45 PM - 9:30 PM,Thu11:30 AM - 3:00 PM5:45 PM - 9:30 PM,Fri11:30 AM - 3:00 PM5:45 PM - 9:30 PM,Sat11:00 AM - 3:30 PM5:45 PM - 9:30 PM",,40,30,35,nil,4.0,29,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2683,Little Sheep Hot Pot,"1 Fullerton Road One Fullerton #01-05, Singapore 049213 Singapore",nil,nil,nil,None,,40,40,25,40,3.5,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2684,Nam Seng Noodles and Fried Rice,"25 China St #01-01 Far East Square, Singapore Singapore",nil,nil,nil,None,,45,40,45,nil,4.5,17,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2685,Ippudo,"12 Marina View Floor 02 Asia Square Tower 2 Asia Square Tower 2, Singapore 018961 Singapore",nil,nil,nil,"Mon09:00 AM - 9:00 PM,Tue09:00 AM - 9:00 PM,Wed09:00 AM - 9:00 PM,Thu09:00 AM - 9:00 PM,Fri09:00 AM - 9:00 PM",,nil,nil,nil,nil,4.5,16,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2686,Ouroboros,"150 Orchard Rd, 01-24/25 Orchard Plaza, Singapore Orchard Plaza, Singapore 238841 Singapore",nil,nil,nil,"Sun5:30 PM - 10:30 PM,Tue5:30 PM - 10:30 PM,Wed5:30 PM - 10:30 PM,Thu5:30 PM - 10:30 PM,Fri5:30 PM - 10:30 PM,Sat5:30 PM - 10:30 PM",,nil,nil,nil,nil,5.0,6,True,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2687,Stickies Bar (Keng Cheow),"11 Keng Cheow Street #01-10 Riverside Piazza, Singapore 059608 Singapore",nil,nil,nil,"Sun12:00 PM - 12:00 AM,Mon12:00 PM - 12:00 AM,Tue12:00 PM - 12:00 AM,Wed12:00 PM - 12:00 AM,Thu12:00 PM - 12:00 AM,Fri12:00 PM - 12:00 AM,Sat12:00 PM - 12:00 AM",,40,40,45,nil,4.0,15,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2688,Nine Fresh Desserts Taiwan,"133 New Bridge Road Chinatown Point #b2-43, Singapore 059413 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.5,11,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2689,Ben's Cookies,"435 Orchard Road Wisma Atria #B1-50, Wisma Atria, Singapore 238877 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.5,16,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2690,Cafe Kreams,"32 Maxwell Road #01-07 Maxwell Chambers, Singapore 069115 Singapore",nil,nil,nil,"Sun10:00 AM - 5:00 PM,Mon08:30 AM - 10:30 PM,Tue08:30 AM - 10:30 PM,Wed08:30 AM - 10:30 PM,Thu08:30 AM - 10:30 PM,Fri08:30 AM - 10:30 PM,Sat08:30 AM - 10:30 PM",,nil,nil,nil,nil,4.5,11,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2691,555 Villa Thai,"30 Cosford Road off Upper Changi Road North, Singapore 499550 Singapore",nil,nil,nil,"Sun5:00 PM - 01:00 AM,Mon5:00 PM - 01:00 AM,Tue5:00 PM - 01:00 AM,Wed5:00 PM - 01:00 AM,Thu5:00 PM - 01:00 AM,Fri5:00 PM - 01:00 AM,Sat5:00 PM - 01:00 AM",,30,30,30,nil,4.0,32,True,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2692,Jaxs Bistro &amp; Pizzeria,"23A Coleman Street Masonic Hall, Singapore 179806 Singapore",nil,nil,nil,"Mon11:30 AM - 10:00 PM,Tue11:30 AM - 10:00 PM,Wed11:30 AM - 10:00 PM,Thu11:30 AM - 10:00 PM,Fri11:30 AM - 10:00 PM,Sat1:00 PM - 10:00 PM",,45,40,40,nil,4.5,17,True,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2693,Tong Dim Noodle Bar,"10 Bayfront Avenue Marina Bay Sands Marina Bay Sands, Singapore 018956 Singapore",nil,nil,nil,None,,40,40,40,nil,4.0,34,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2694,Bhai Sarbat,"21 Bussorah Street, Singapore 199439 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,4.5,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2695,Victoria Bar,"80 Middle Road InterContinental Hotel Singapore, Singapore 188966 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.0,18,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2696,The Soup Spoon,"5 Raffles Place Raffles Place Mrt Station, Singapore 048618 Singapore",nil,nil,nil,None,,40,35,35,nil,3.5,36,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2697,Jane Thai Restaurant &amp; Bar,"41 East Coast Road, Singapore 428761 Singapore",nil,nil,nil,"Sun12:00 PM - 2:30 PM5:30 PM - 10:00 PM,Mon6:00 PM - 10:00 PM,Tue6:00 PM - 10:00 PM,Wed12:00 PM - 2:30 PM5:30 PM - 10:00 PM,Thu12:00 PM - 2:30 PM5:30 PM - 10:00 PM,Fri12:00 PM - 2:30 PM5:30 PM - 10:30 PM,Sat11:30 AM - 2:30 PM5:30 PM - 11:00 PM",,40,40,40,nil,4.0,34,True,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2698,Ming Fa,"246B Upper Thomson Road Thomson Garden Estate Thomson Garden Estate, Singapore 574370 Singapore",nil,nil,nil,"Sun09:30 AM - 04:30 AM,Mon09:30 AM - 04:30 AM,Tue09:30 AM - 04:30 AM,Wed09:30 AM - 04:30 AM,Thu09:30 AM - 04:30 AM,Fri09:30 AM - 04:30 AM,Sat09:30 AM - 04:30 AM",,nil,nil,nil,nil,4.5,13,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2699,Quan Xiang Yuan Seafood Restaurant,"252 Jalan Besar, Singapore 208925 Singapore",nil,nil,nil,"Sun11:30 AM - 2:30 PM5:30 PM - 10:30 PM,Mon11:30 AM - 2:30 PM5:30 PM - 10:30 PM,Tue11:30 AM - 2:30 PM5:30 PM - 10:30 PM,Wed11:30 AM - 2:30 PM5:30 PM - 10:30 PM,Thu11:30 AM - 2:30 PM5:30 PM - 10:30 PM,Fri11:30 AM - 2:30 PM5:30 PM - 10:30 PM,Sat11:30 AM - 2:30 PM5:30 PM - 10:30 PM",,40,35,40,nil,4.0,26,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2700,Jing Hua Xiao Chi,"159 Rochor Road Bugis Village, Singapore 188434 Singapore",nil,nil,nil,"Sun11:30 AM - 3:00 PM5:30 PM - 9:30 PM,Mon11:30 AM - 3:00 PM5:30 PM - 9:30 PM,Tue11:30 AM - 3:00 PM5:30 PM - 9:30 PM,Thu11:30 AM - 3:00 PM5:30 PM - 9:30 PM,Fri11:30 AM - 3:00 PM5:30 PM - 9:30 PM,Sat11:30 AM - 3:00 PM5:30 PM - 9:30 PM",,40,35,40,30,4.0,37,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2701,The Top Table,"Temasek Polytechnic, Singapore Singapore",nil,nil,nil,None,,40,40,45,45,4.0,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2702,Hip-E Bar &amp; Bistro,"14 Cuff Road, Singapore 209725 Singapore",nil,nil,nil,"Sun4:00 PM - 12:00 AM,Mon4:00 PM - 12:00 AM,Tue4:00 PM - 12:00 AM,Wed4:00 PM - 12:00 AM,Thu4:00 PM - 12:00 AM,Fri4:00 PM - 12:00 AM,Sat4:00 PM - 12:00 AM",,nil,nil,nil,nil,4.5,11,True,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2703,Bread Babu,"142 Race Course Road Ritz @ Farrer #01-02 Ritz at Farrer, Singapore 218593 Singapore",nil,nil,nil,None,,40,45,45,nil,4.0,25,True,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2704,Hans Cafe &amp; Cake House,"238 Thomson Road Novena Square # 01 20 21, Singapore 307683 Singapore",nil,nil,nil,"Sun07:00 AM - 10:00 PM,Mon07:00 AM - 10:00 PM,Tue07:00 AM - 10:00 PM,Wed07:00 AM - 10:00 PM,Thu07:00 AM - 10:00 PM,Fri07:00 AM - 10:00 PM,Sat07:00 AM - 10:00 PM",,35,35,40,35,3.5,80,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2705,Highball,"79 Kampong Bahru Road #01-01, Singapore 169377 Singapore",nil,nil,nil,"Mon4:00 PM - 12:00 AM,Tue4:00 PM - 12:00 AM,Wed4:00 PM - 12:00 AM,Thu4:00 PM - 12:00 AM,Fri4:00 PM - 12:00 AM,Sat4:00 PM - 12:00 AM",,40,45,40,40,4.5,11,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2706,Roots One North,"3 Fusionopolis Place #01-50 Galaxis Galaxis, Singapore 138523 Singapore",nil,nil,nil,None,,40,45,40,nil,4.0,27,True,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2707,Sultan Turkish Restaurant,"30 Bussorah Street, Singapore 199448 Singapore",nil,nil,nil,"Sun10:30 AM - 11:00 PM,Mon10:30 AM - 11:00 PM,Tue10:30 AM - 11:00 PM,Wed10:30 AM - 11:00 PM,Thu10:30 AM - 11:00 PM,Fri10:30 AM - 11:00 PM,Sat10:30 AM - 11:00 PM",nil,40,35,35,nil,3.5,62,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2708,Los Amigos,"85 Circular Road #01-01, Singapore 049437 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,4.5,11,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2709,Tastebud Foodcourt Pte Ltd,"52 Queen Street Bugis Village (Opposite Blk 271 Queen St), Singapore 188539 Singapore",nil,nil,nil,"Sun11:30 AM - 11:30 PM,Mon11:30 AM - 11:30 PM,Tue11:30 AM - 11:30 PM,Wed11:30 AM - 11:30 PM,Thu11:30 AM - 11:30 PM,Fri11:30 AM - 11:30 PM,Sat11:30 AM - 12:00 AM",,40,35,40,nil,4.0,18,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2710,The Gallerie Food Court,"6 Raffles Boulevard Marina Square Marina Square #04-101/102, Singapore 039594 Singapore",nil,nil,nil,None,nil,30,30,35,nil,4.0,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2711,Food Barn at Galaxis,"1 Fusionopolis Place #01-13 Galaxis, Singapore 138522 Singapore",nil,nil,nil,"Mon08:00 AM - 9:00 PM,Tue08:00 AM - 9:00 PM,Wed08:00 AM - 9:00 PM,Thu08:00 AM - 9:00 PM,Fri08:00 AM - 9:00 PM,Sat10:00 AM - 8:30 PM",,nil,nil,nil,nil,4.5,16,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2712,Gu Ma Jia,"45 Tai Thong Crescent Sennett Estate Nearest MRT Potong Pasir, Singapore 347866 Singapore",nil,nil,nil,"Sun11:00 AM - 9:00 PM,Mon11:00 AM - 2:00 PM5:30 PM - 9:00 PM,Tue11:00 AM - 2:00 PM5:30 PM - 9:00 PM,Wed11:00 AM - 2:00 PM5:30 PM - 9:00 PM,Thu11:00 AM - 2:00 PM5:30 PM - 9:00 PM,Fri11:00 AM - 2:00 PM5:30 PM - 9:00 PM,Sat11:00 AM - 9:00 PM",,40,40,35,30,3.5,34,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2713,The Cathedral Cafe,"11 St. Andrew's Road St. Andrew's Cathedral, Singapore 178959 Singapore",nil,nil,nil,None,,45,40,45,nil,4.5,15,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2714,G Bar &amp; Grill,"201 Henderson Road Apex @ Henderson #01-06 Next to lobby 1, Singapore 159545 Singapore",nil,nil,nil,"Sun05:30 AM - 10:00 AM,Mon11:30 AM - 3:00 PM,Tue11:30 AM - 10:00 PM,Wed11:30 AM - 10:00 PM,Thu11:30 AM - 10:00 PM,Fri11:30 AM - 10:00 PM,Sat05:30 AM - 10:00 AM",,nil,nil,nil,nil,4.5,12,True,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2715,Guan Kitchen,"225 River Valley Road, Singapore 238283 Singapore",nil,nil,nil,"Sun11:00 AM - 12:00 AM,Mon11:00 AM - 12:00 AM,Tue11:00 AM - 12:00 AM,Wed11:00 AM - 12:00 AM,Thu11:00 AM - 12:00 AM,Fri11:00 AM - 12:00 AM,Sat11:00 AM - 12:00 AM",,40,40,40,nil,4.0,22,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2716,Muchos,"68 Orchard Road Plaza Singapura #01-34C Plaza Singapura, Singapore 238839 Singapore",nil,nil,nil,"Sun11:00 AM - 11:00 PM,Mon11:00 AM - 11:00 PM,Tue11:00 AM - 11:00 PM,Wed11:00 AM - 11:00 PM,Thu11:00 AM - 11:00 PM,Fri11:00 AM - 01:00 AM,Sat11:00 AM - 01:00 AM",,40,40,40,nil,3.5,45,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2717,Anzu,"435 Orchard Road Wisma Atria #04-39/54 Wisma Atria Shopping Centre, Singapore 238877 Singapore",nil,nil,nil,None,,40,40,40,nil,4.0,28,True,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2718,Ho-Jiak,"80 Anson Road Fuji Xerox Towers #02-01, Singapore 079907 Singapore",nil,nil,nil,None,,45,40,40,40,4.5,14,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2719,PastaMania (JEM),"52 Jurong Gateway Road #04-26 Jem, Singapore 608550 Singapore",nil,nil,nil,"Sun11:00 AM - 9:00 PM,Mon11:00 AM - 9:00 PM,Tue11:00 AM - 9:00 PM,Wed11:00 AM - 9:00 PM,Thu11:00 AM - 9:00 PM,Fri11:00 AM - 9:00 PM,Sat11:00 AM - 9:00 PM",,nil,nil,nil,nil,4.5,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2720,Harry's Dempsey,"11 Dempsey Road Blk 11, Dempsey Hill #01-17A, Singapore 249673 Singapore",nil,nil,nil,"Sun11:00 AM - 11:00 PM,Mon11:00 AM - 11:00 PM,Tue11:00 AM - 11:00 PM,Wed11:00 AM - 11:00 PM,Thu11:00 AM - 11:00 PM,Fri11:00 AM - 12:00 AM,Sat11:00 AM - 12:00 AM",,35,40,35,nil,4.0,30,True,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2721,Ichiban Boshi - Esplanade Mall,"8 Raffles Avenue Esplanade Mall #01-49 176 Orchard Road, Singapore 039802 Singapore",nil,nil,nil,None,,35,40,35,nil,4.0,33,True,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2722,Stuff'd,"180 Kitchener Road City Square Mall #B1-K1, City Square Mall, Singapore 208539 Singapore",nil,nil,nil,"Sun10:00 AM - 10:00 PM,Mon10:00 AM - 10:00 PM,Tue10:00 AM - 10:00 PM,Wed10:00 AM - 10:00 PM,Thu10:00 AM - 10:00 PM,Fri10:00 AM - 10:00 PM,Sat10:00 AM - 10:00 PM",,40,35,40,nil,4.0,38,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2723,SLATE.,"24 Purvis Street #01-00, Singapore 188601 Singapore",nil,nil,nil,"Sun09:30 AM - 4:00 PM,Mon11:30 AM - 10:00 PM,Tue11:30 AM - 10:00 PM,Wed11:30 AM - 10:00 PM,Thu11:30 AM - 10:00 PM,Fri11:30 AM - 11:30 PM,Sat09:30 AM - 11:30 PM",,50,40,40,nil,4.5,12,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2724,Shinjuku Restaurant,"5 Koek Road Cuppage Plaza #01-01/02, Cuppage Plaza, Singapore 228796 Singapore",nil,nil,nil,None,,40,40,40,nil,4.0,22,True,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2725,The Fine Line,"23 Lor Mambong, Singapore 277682 Singapore",nil,nil,nil,None,,40,45,40,40,4.0,25,True,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
